NR_KONTA,SEGMENT,OBSZAR,REJON,CZAS_ZYCIA_KLIENTA,WARTOSC_FV
42210062,Business1,Zachodni,Pila,1002,427
42210062,Business1,Zachodni,Pila,1126,427
42210062,Business1,Zachodni,Pila,1308,1244.22
42210062,Business1,Zachodni,Pila,1338,1165.74
42210062,Business1,Zachodni,Pila,1367,1276.7
42210062,Business1,Zachodni,Pila,1399,1319.06
42210062,Business1,Zachodni,Pila,1458,1343.42
42210062,Business1,Zachodni,Pila,1522,1008.16
42210062,Business1,Zachodni,Pila,1554,1264.02
42210062,Business1,Zachodni,Pila,1644,1049.06
42210062,Business1,Zachodni,Pila,1674,833.02
42210062,Business1,Zachodni,Pila,1702,855.36
43041152,Os. Prywatna,Zachodni,Pila,0,39.68
42892409,Os. Prywatna,Poludniowy,Katowice Wschód,152,98
42892409,Os. Prywatna,Poludniowy,Katowice Wschód,333,98
42900852,Os. Prywatna,Poludniowy,Kraków,121,127.78
42900852,Os. Prywatna,Poludniowy,Kraków,244,127.78
24551894,SOHO,Pólnocny,Bydgoszcz,3598,292.16
24551894,SOHO,Pólnocny,Bydgoszcz,3752,184.76
20294957,Os. Prywatna,Zachodni,Poznan,1708,399.02
20294957,Os. Prywatna,Zachodni,Poznan,2561,264.32
10428435,Os. Prywatna,Zachodni,Poznan,1424,104.04
10428435,Os. Prywatna,Zachodni,Poznan,1453,395.02
10428435,Os. Prywatna,Zachodni,Poznan,1665,142.18
10428435,Os. Prywatna,Zachodni,Poznan,1726,149.14
10428435,Os. Prywatna,Zachodni,Poznan,1788,168.1
10428435,Os. Prywatna,Zachodni,Poznan,2456,166.26
10428435,Os. Prywatna,Zachodni,Poznan,2642,143.28
42708356,Os. Prywatna,Centralno-Wschodni,Warszawa,0,81
42708356,Os. Prywatna,Centralno-Wschodni,Warszawa,124,138
42708356,Os. Prywatna,Centralno-Wschodni,Warszawa,152,138
42708356,Os. Prywatna,Centralno-Wschodni,Warszawa,215,138
10317262,Os. Prywatna,Centralno-Wschodni,Lublin,1517,113.12
10317262,Os. Prywatna,Centralno-Wschodni,Lublin,2064,46.36
10317262,Os. Prywatna,Centralno-Wschodni,Lublin,2128,88.96
42905190,SOHO,Zachodni,Kalisz,123,261.42
42905190,SOHO,Zachodni,Kalisz,152,284.8
20154629,Os. Prywatna,Zachodni,Poznan,1127,149.32
20154629,Os. Prywatna,Zachodni,Poznan,1161,194.72
20154629,Os. Prywatna,Zachodni,Poznan,2863,81.98
42489357,Business2,Poludniowy,Opole,188,128
42489357,Business2,Poludniowy,Opole,312,268.4
20050591,Os. Prywatna,Pólnocny,Torun,1710,76.42
20050591,Os. Prywatna,Pólnocny,Torun,2317,73.2
20050591,Os. Prywatna,Pólnocny,Torun,2772,73.2
42988301,Os. Prywatna,Centralno-Wschodni,Warszawa,0,84
42988301,Os. Prywatna,Centralno-Wschodni,Warszawa,29,209.38
42988301,Os. Prywatna,Centralno-Wschodni,Warszawa,121,160.18
42988301,Os. Prywatna,Centralno-Wschodni,Warszawa,153,137.06
42988301,Os. Prywatna,Centralno-Wschodni,Warszawa,182,170.58
43062722,Os. Prywatna,Centralno-Wschodni,Warszawa,58,85.4
43062722,Os. Prywatna,Centralno-Wschodni,Warszawa,90,85.4
20395254,SOHO,Poludniowy,Opole,290,243
20395254,SOHO,Poludniowy,Opole,519,529.34
20395254,SOHO,Poludniowy,Opole,549,383.66
20395254,SOHO,Poludniowy,Opole,793,931.1
20395254,SOHO,Poludniowy,Opole,855,629.94
20395254,SOHO,Poludniowy,Opole,915,880.8
20395254,SOHO,Poludniowy,Opole,1465,783.48
20395254,SOHO,Poludniowy,Opole,1585,597.44
20395254,SOHO,Poludniowy,Opole,1677,883.5
20395254,SOHO,Poludniowy,Opole,1738,1137.5
20395254,SOHO,Poludniowy,Opole,1891,1404.34
20395254,SOHO,Poludniowy,Opole,2011,404.24
20395254,SOHO,Poludniowy,Opole,2164,470.12
20395254,SOHO,Poludniowy,Opole,2377,278.16
20395254,SOHO,Poludniowy,Opole,2500,278.16
42170951,Os. Prywatna,Pólnocny,Torun,397,137.56
42170951,Os. Prywatna,Pólnocny,Torun,488,134.68
42170951,Os. Prywatna,Pólnocny,Torun,518,224.78
42170951,Os. Prywatna,Pólnocny,Torun,551,146.4
42170951,Os. Prywatna,Pólnocny,Torun,579,137.62
42170951,Os. Prywatna,Pólnocny,Torun,613,142.88
42170951,Os. Prywatna,Pólnocny,Torun,672,72.32
42170951,Os. Prywatna,Pólnocny,Torun,761,61.12
42170951,Os. Prywatna,Pólnocny,Torun,791,127.78
42170951,Os. Prywatna,Pólnocny,Torun,823,108.68
10165084,Os. Prywatna,Pólnocny,Torun,1466,265.08
10165084,Os. Prywatna,Pólnocny,Torun,2165,385.22
10165084,Os. Prywatna,Pólnocny,Torun,2349,176.24
10165084,Os. Prywatna,Pólnocny,Torun,2501,160.86
10165084,Os. Prywatna,Pólnocny,Torun,3047,121.92
10165084,Os. Prywatna,Pólnocny,Torun,3201,145.98
42834564,Os. Prywatna,Poludniowy,Katowice Wschód,62,75.12
43060031,Os. Prywatna,Centralno-Wschodni,Lublin,182,86.18
43158516,Os. Prywatna,Poludniowy,Katowice Zachód,0,174.1
43158516,Os. Prywatna,Poludniowy,Katowice Zachód,90,88.24
42463340,Os. Prywatna,Centralno-Wschodni,Warszawa,191,88.6
10325080,Os. Prywatna,Centralno-Wschodni,Lublin,1265,103.02
10325080,Os. Prywatna,Centralno-Wschodni,Lublin,1294,102.28
10325080,Os. Prywatna,Centralno-Wschodni,Lublin,1477,111.8
10325080,Os. Prywatna,Centralno-Wschodni,Lublin,2482,112.9
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,1514,139.88
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,1668,91.64
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,2214,107.24
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,2244,146.76
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,2305,106.22
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,2456,94.7
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,2487,117.78
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,2670,90.48
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,2732,131.44
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,2762,92.02
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,2823,103.8
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,3035,109.22
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,3096,129.28
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,3127,96.48
10056338,Os. Prywatna,Poludniowy,Katowice Wschód,3432,119.38
42649096,SOHO,Centralno-Wschodni,Warszawa,0,108.26
42649096,SOHO,Centralno-Wschodni,Warszawa,365,96.8
42226418,SOHO,Poludniowy,Katowice Wschód,1246,806.3
42673232,Os. Prywatna,Centralno-Wschodni,Lublin,488,118
42283847,Os. Prywatna,Poludniowy,Opole,31,196.96
43192380,Os. Prywatna,Centralno-Wschodni,Lublin,61,85.4
20178637,Os. Prywatna,Poludniowy,Katowice Wschód,1829,109.44
20178637,Os. Prywatna,Poludniowy,Katowice Wschód,1892,121.52
20178637,Os. Prywatna,Poludniowy,Katowice Wschód,2649,148.6
42777853,Os. Prywatna,Centralno-Wschodni,Warszawa,34,39.02
42777853,Os. Prywatna,Centralno-Wschodni,Warszawa,121,222.4
42684952,SOHO,Zachodni,Kalisz,62,45.5
42684952,SOHO,Zachodni,Kalisz,212,43.84
42684952,SOHO,Zachodni,Kalisz,336,48.8
42855518,Os. Prywatna,Pólnocny,Torun,0,171.92
42855518,Os. Prywatna,Pólnocny,Torun,364,118
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,1299,199.14
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,1634,161.48
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,1696,211.74
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,2091,119.66
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,2244,153.76
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,2397,79.28
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,2456,71.72
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,2517,137.68
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,2578,75.6
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,2641,161.68
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,2914,88.92
10081982,Os. Prywatna,Poludniowy,Katowice Wschód,3217,85.98
42948808,Os. Prywatna,Zachodni,Pila,245,98
42284143,SOHO,Zachodni,Poznan,1461,298.68
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,1355,115.04
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,1418,154.26
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,1572,100.6
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,1964,84.42
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,1994,92.62
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,2209,90.86
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,2239,101.18
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,2272,81.42
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,2545,210.46
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,2666,201.44
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,2939,203.72
10327667,Os. Prywatna,Centralno-Wschodni,Lublin,3366,158.7
42575211,Os. Prywatna,Poludniowy,Opole,458,88.6
42575211,Os. Prywatna,Poludniowy,Opole,577,88.6
20027537,Os. Prywatna,Poludniowy,Kraków,1495,53.68
20027537,Os. Prywatna,Poludniowy,Kraków,1524,53.68
20027537,Os. Prywatna,Poludniowy,Kraków,1890,53.68
20027537,Os. Prywatna,Poludniowy,Kraków,1980,53.68
20027537,Os. Prywatna,Poludniowy,Kraków,2590,190.96
42731194,Os. Prywatna,Zachodni,Kalisz,0,191.4
42731194,Os. Prywatna,Zachodni,Kalisz,62,138
42731194,Os. Prywatna,Zachodni,Kalisz,90,138
42731194,Os. Prywatna,Zachodni,Kalisz,121,138
42731194,Os. Prywatna,Zachodni,Kalisz,153,138
42731194,Os. Prywatna,Zachodni,Kalisz,181,138
42731194,Os. Prywatna,Zachodni,Kalisz,211,138
42731194,Os. Prywatna,Zachodni,Kalisz,244,138
42731194,Os. Prywatna,Zachodni,Kalisz,273,138
42731194,Os. Prywatna,Zachodni,Kalisz,303,138
42731194,Os. Prywatna,Zachodni,Kalisz,335,138
42731194,Os. Prywatna,Zachodni,Kalisz,427,192.72
42731194,Os. Prywatna,Zachodni,Kalisz,455,184.1
43155145,Os. Prywatna,Poludniowy,Opole,0,194.68
42916715,SOHO,Poludniowy,Kraków,89,157.7
42916715,SOHO,Poludniowy,Kraków,332,122
20013541,Os. Prywatna,Centralno-Wschodni,Lublin,1309,51.92
20013541,Os. Prywatna,Centralno-Wschodni,Lublin,1401,120.74
20013541,Os. Prywatna,Centralno-Wschodni,Lublin,1770,47.76
20013541,Os. Prywatna,Centralno-Wschodni,Lublin,2042,50.54
20013541,Os. Prywatna,Centralno-Wschodni,Lublin,2225,57.48
20013541,Os. Prywatna,Centralno-Wschodni,Lublin,2345,50.54
20013541,Os. Prywatna,Centralno-Wschodni,Lublin,2590,49.14
20013541,Os. Prywatna,Centralno-Wschodni,Lublin,2771,49.14
20013541,Os. Prywatna,Centralno-Wschodni,Lublin,2924,47.76
20013541,Os. Prywatna,Centralno-Wschodni,Lublin,3290,68.58
42702519,Os. Prywatna,Poludniowy,Katowice Wschód,0,97.18
42702519,Os. Prywatna,Poludniowy,Katowice Wschód,30,38
42255423,Os. Prywatna,Pólnocny,Gdansk,1062,491.68
42255423,Os. Prywatna,Pólnocny,Gdansk,1212,718.8
42876647,Os. Prywatna,Pólnocny,Gdansk,182,138
43006327,Os. Prywatna,Centralno-Wschodni,Warszawa,0,359.88
43006327,Os. Prywatna,Centralno-Wschodni,Warszawa,90,165.52
42216656,Business2,Pólnocny,Gdansk,551,11631.02
42216656,Business2,Pólnocny,Gdansk,579,10589.84
42216656,Business2,Pólnocny,Gdansk,608,10804.74
42216656,Business2,Pólnocny,Gdansk,638,9018.92
42216656,Business2,Pólnocny,Gdansk,670,12592.2
42216656,Business2,Pólnocny,Gdansk,699,11311.3
42216656,Business2,Pólnocny,Gdansk,761,11521.98
42216656,Business2,Pólnocny,Gdansk,791,10022.96
42216656,Business2,Pólnocny,Gdansk,824,10209.76
42216656,Business2,Pólnocny,Gdansk,883,9172.76
42216656,Business2,Pólnocny,Gdansk,915,11153.8
42216656,Business2,Pólnocny,Gdansk,973,11032.66
42216656,Business2,Pólnocny,Gdansk,1003,10116
42216656,Business2,Pólnocny,Gdansk,1034,11247.66
42216656,Business2,Pólnocny,Gdansk,1064,12119.3
42216656,Business2,Pólnocny,Gdansk,1097,13031.14
42216656,Business2,Pólnocny,Gdansk,1156,10020.4
42216656,Business2,Pólnocny,Gdansk,1188,9987.22
42216656,Business2,Pólnocny,Gdansk,1308,4553.82
42216656,Business2,Pólnocny,Gdansk,1338,5172.58
42216656,Business2,Pólnocny,Gdansk,1370,4911.2
42216656,Business2,Pólnocny,Gdansk,1400,4386.2
42216656,Business2,Pólnocny,Gdansk,1429,5072.12
42216656,Business2,Pólnocny,Gdansk,1492,5689.16
42216656,Business2,Pólnocny,Gdansk,1524,6036.3
42216656,Business2,Pólnocny,Gdansk,1554,5375.8
42216656,Business2,Pólnocny,Gdansk,1645,6065.4
42216656,Business2,Pólnocny,Gdansk,1673,5868.44
42252928,SOHO,Poludniowy,Kraków,208,453.96
42252928,SOHO,Poludniowy,Kraków,425,587.26
42252928,SOHO,Poludniowy,Kraków,544,375.78
42252928,SOHO,Poludniowy,Kraków,573,323.16
42252928,SOHO,Poludniowy,Kraków,665,341.02
42252928,SOHO,Poludniowy,Kraków,698,336.04
42252928,SOHO,Poludniowy,Kraków,789,461.92
42252928,SOHO,Poludniowy,Kraków,847,230.72
42252928,SOHO,Poludniowy,Kraków,877,332.88
42252928,SOHO,Poludniowy,Kraków,971,311.92
42252928,SOHO,Poludniowy,Kraków,1489,352.36
42252928,SOHO,Poludniowy,Kraków,1547,370.58
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,733,94.98
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,853,194.44
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1162,231.26
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1224,216.26
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1370,239.54
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1433,102.36
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1555,91.96
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1588,147.92
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1616,95.62
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1675,144.08
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1736,113.04
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1797,106.54
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1828,114.88
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,1860,57.86
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,2071,94.02
20308259,Os. Prywatna,Centralno-Wschodni,Warszawa,2133,112.1
42914224,Os. Prywatna,Centralno-Wschodni,Lublin,32,98.02
42914224,Os. Prywatna,Centralno-Wschodni,Lublin,123,98
42944079,SOHO,Centralno-Wschodni,Warszawa,0,98.48
42944079,SOHO,Centralno-Wschodni,Warszawa,150,219.58
10005077,Os. Prywatna,Centralno-Wschodni,Warszawa,2038,103.74
10005077,Os. Prywatna,Centralno-Wschodni,Warszawa,2184,100.52
10005077,Os. Prywatna,Centralno-Wschodni,Warszawa,2311,98.18
10005077,Os. Prywatna,Centralno-Wschodni,Warszawa,2583,81.06
10005077,Os. Prywatna,Centralno-Wschodni,Warszawa,3132,126.7
42967068,Os. Prywatna,Zachodni,Kalisz,91,107.78
42719376,Os. Prywatna,Zachodni,Pila,61,138
42719376,Os. Prywatna,Zachodni,Pila,396,38
42719376,Os. Prywatna,Zachodni,Pila,458,138
10300757,SOHO,Poludniowy,Katowice Zachód,1619,169.1
10009863,Os. Prywatna,Centralno-Wschodni,Warszawa,2156,794.08
43033692,Os. Prywatna,Pólnocny,Torun,215,118
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,148,54.88
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,176,50.72
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,570,60
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,600,60
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,631,60
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,661,96.08
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,967,136.94
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,1058,116.3
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,1089,167.46
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,1151,178.04
42323870,Os. Prywatna,Poludniowy,Katowice Wschód,1270,159.22
24462736,Os. Prywatna,Pólnocny,Bydgoszcz,2173,113.94
24462736,Os. Prywatna,Pólnocny,Bydgoszcz,2446,108.76
24462736,Os. Prywatna,Pólnocny,Bydgoszcz,2566,123.18
24462736,Os. Prywatna,Pólnocny,Bydgoszcz,2719,139.42
24462736,Os. Prywatna,Pólnocny,Bydgoszcz,2870,208.14
24462736,Os. Prywatna,Pólnocny,Bydgoszcz,3237,99.44
24462736,Os. Prywatna,Pólnocny,Bydgoszcz,3664,103.44
24462736,Os. Prywatna,Pólnocny,Bydgoszcz,3693,102.9
24131069,Os. Prywatna,Pólnocny,Bydgoszcz,1745,180.58
24131069,Os. Prywatna,Pólnocny,Bydgoszcz,1867,122
24131069,Os. Prywatna,Pólnocny,Bydgoszcz,1959,140.7
24131069,Os. Prywatna,Pólnocny,Bydgoszcz,2081,140.88
24131069,Os. Prywatna,Pólnocny,Bydgoszcz,2323,139.06
24131069,Os. Prywatna,Pólnocny,Bydgoszcz,2585,188.68
24131069,Os. Prywatna,Pólnocny,Bydgoszcz,3345,95.78
24131069,Os. Prywatna,Pólnocny,Bydgoszcz,3407,97.18
24131069,Os. Prywatna,Pólnocny,Bydgoszcz,3561,59.46
42105943,Os. Prywatna,Centralno-Wschodni,Warszawa,30,556.44
42105943,Os. Prywatna,Centralno-Wschodni,Warszawa,395,697.62
42105943,Os. Prywatna,Centralno-Wschodni,Warszawa,490,509.82
42105943,Os. Prywatna,Centralno-Wschodni,Warszawa,609,584.2
42105943,Os. Prywatna,Centralno-Wschodni,Warszawa,729,545.9
42105943,Os. Prywatna,Centralno-Wschodni,Warszawa,1155,1123.94
42105943,Os. Prywatna,Centralno-Wschodni,Warszawa,1337,818.2
42105943,Os. Prywatna,Centralno-Wschodni,Warszawa,1857,1298.1
42105943,Os. Prywatna,Centralno-Wschodni,Warszawa,2010,1267.4
42108969,Os. Prywatna,Zachodni,Poznan,1036,182.98
42108969,Os. Prywatna,Zachodni,Poznan,1952,171.78
42520656,Os. Prywatna,Centralno-Wschodni,Warszawa,62,110
42520656,Os. Prywatna,Centralno-Wschodni,Warszawa,122,110
42504862,Os. Prywatna,Poludniowy,Katowice Zachód,398,88.6
42504862,Os. Prywatna,Poludniowy,Katowice Zachód,456,88.6
42504862,Os. Prywatna,Poludniowy,Katowice Zachód,609,88.6
42671750,Os. Prywatna,Centralno-Wschodni,Warszawa,334,98
42819812,Os. Prywatna,Poludniowy,Opole,149,144.2
42112485,Os. Prywatna,Poludniowy,Katowice Wschód,122,106.12
42112485,Os. Prywatna,Poludniowy,Katowice Wschód,213,111.9
42112485,Os. Prywatna,Poludniowy,Katowice Wschód,608,105.68
42112485,Os. Prywatna,Poludniowy,Katowice Wschód,703,104.1
42112485,Os. Prywatna,Poludniowy,Katowice Wschód,793,134
42112485,Os. Prywatna,Poludniowy,Katowice Wschód,1065,111.5
42112485,Os. Prywatna,Poludniowy,Katowice Wschód,1371,43.22
42112485,Os. Prywatna,Poludniowy,Katowice Wschód,1583,60.12
42112485,Os. Prywatna,Poludniowy,Katowice Wschód,1674,51.26
42112485,Os. Prywatna,Poludniowy,Katowice Wschód,1765,40
42902031,Os. Prywatna,Pólnocny,Torun,214,98
42834021,Os. Prywatna,Pólnocny,Gdansk,27,109.44
42834021,Os. Prywatna,Pólnocny,Gdansk,182,146.92
42834021,Os. Prywatna,Pólnocny,Gdansk,272,117.78
42834021,Os. Prywatna,Pólnocny,Gdansk,364,132.66
42869486,Os. Prywatna,Centralno-Wschodni,Lublin,211,164
42869486,Os. Prywatna,Centralno-Wschodni,Lublin,363,145.48
20321496,Os. Prywatna,Poludniowy,Katowice Wschód,884,62.02
20321496,Os. Prywatna,Poludniowy,Katowice Wschód,975,57.86
20321496,Os. Prywatna,Poludniowy,Katowice Wschód,1708,62.68
20321496,Os. Prywatna,Poludniowy,Katowice Wschód,1981,64.8
20321496,Os. Prywatna,Poludniowy,Katowice Wschód,2040,56.9
20321496,Os. Prywatna,Poludniowy,Katowice Wschód,2101,59.68
20321496,Os. Prywatna,Poludniowy,Katowice Wschód,2134,60.42
20321496,Os. Prywatna,Poludniowy,Katowice Wschód,2316,63.86
20321496,Os. Prywatna,Poludniowy,Katowice Wschód,2498,64.8
20321496,Os. Prywatna,Poludniowy,Katowice Wschód,2561,58.74
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,703,153.84
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,731,178.6
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,853,170.2
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1097,153.12
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1127,162.14
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1279,140.42
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1370,143.94
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1434,129.22
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1494,156.28
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1524,194.98
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1585,150.46
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1616,157.68
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1644,216.18
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1677,195.68
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1705,155.34
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1767,155.68
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1797,160.8
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1830,196.98
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1858,151.9
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1889,170.8
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,1950,107.36
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2009,111.02
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2040,107.98
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2070,114.08
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2131,112.36
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2162,126.18
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2194,118.6
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2223,118.44
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2254,109.32
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2376,107.98
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2406,113.88
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2436,109.32
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2467,110
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2497,112.6
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2530,109.2
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2559,106.54
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2589,106.94
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2621,105.54
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2650,104.92
20343637,Os. Prywatna,Poludniowy,Katowice Zachód,2712,202.62
27404743,Os. Prywatna,Centralno-Wschodni,Warszawa,1897,225.24
27404743,Os. Prywatna,Centralno-Wschodni,Warszawa,1927,185.12
27404743,Os. Prywatna,Centralno-Wschodni,Warszawa,2018,354.24
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,1248,261.32
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,1370,304.9
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,1431,226.66
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,1522,257.74
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,1584,166.54
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,1829,238.98
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,2164,269.62
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,2227,248.28
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,2375,197.6
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,2649,214.5
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,2864,288.54
20038272,Os. Prywatna,Poludniowy,Katowice Wschód,3137,198
42762467,Os. Prywatna,Centralno-Wschodni,Warszawa,60,38
42762467,Os. Prywatna,Centralno-Wschodni,Warszawa,91,38
42762467,Os. Prywatna,Centralno-Wschodni,Warszawa,151,118
42762467,Os. Prywatna,Centralno-Wschodni,Warszawa,243,118
42762467,Os. Prywatna,Centralno-Wschodni,Warszawa,305,118
10312781,Os. Prywatna,Centralno-Wschodni,Lublin,1670,205.32
10312781,Os. Prywatna,Centralno-Wschodni,Lublin,2461,119.1
10089276,SOHO,Poludniowy,Katowice Wschód,1600,243.34
10089276,SOHO,Poludniowy,Katowice Wschód,2483,243.46
10089276,SOHO,Poludniowy,Katowice Wschód,3490,304.64
42906364,Os. Prywatna,Poludniowy,Kraków,123,188
43095140,Os. Prywatna,Poludniowy,Kraków,122,98
43097144,SOHO,Poludniowy,Opole,30,195.4
42588622,SOHO,Zachodni,Poznan,272,40.68
42535387,Os. Prywatna,Poludniowy,Opole,27,230.46
42535387,Os. Prywatna,Poludniowy,Opole,119,323.96
42535387,Os. Prywatna,Poludniowy,Opole,181,257.08
42535387,Os. Prywatna,Poludniowy,Opole,363,272.32
42535387,Os. Prywatna,Poludniowy,Opole,485,288.1
42535387,Os. Prywatna,Poludniowy,Opole,608,255.78
42535387,Os. Prywatna,Poludniowy,Opole,670,311.66
42928823,Os. Prywatna,Poludniowy,Opole,0,131.62
42928823,Os. Prywatna,Poludniowy,Opole,91,138
42928823,Os. Prywatna,Poludniowy,Opole,181,138
43128768,Os. Prywatna,Zachodni,Kalisz,0,198.38
43128768,Os. Prywatna,Zachodni,Kalisz,123,193.18
10177808,Os. Prywatna,Pólnocny,Torun,1349,101.52
10177808,Os. Prywatna,Pólnocny,Torun,1774,142.08
10177808,Os. Prywatna,Pólnocny,Torun,1837,145.94
10177808,Os. Prywatna,Pólnocny,Torun,1991,229.9
10177808,Os. Prywatna,Pólnocny,Torun,2200,87.48
10177808,Os. Prywatna,Pólnocny,Torun,2413,122.18
10177808,Os. Prywatna,Pólnocny,Torun,2839,112.36
10177808,Os. Prywatna,Pólnocny,Torun,2963,120.1
10177808,Os. Prywatna,Pólnocny,Torun,3358,92.24
10177808,Os. Prywatna,Pólnocny,Torun,3419,110.16
